Kategori,Subkategori,Deskripsi
Akses,Batas waktu akses habis,"Saat mencoba menggunakan layanan kerja, pengguna menemui Batas waktu akses habis; proses masuk tidak dapat dilanjutkan meskipun sudah dicoba kembali."
Akses,Daftar kontrol akses salah konfigurasi,Tiket dibuat setelah pengguna menemukan Daftar kontrol akses salah konfigurasi saat hendak menggunakan layanan untuk pekerjaan rutin.
Akses,Eskalasi hak akses diblokir,Masalah Eskalasi hak akses diblokir muncul pada saat pengguna mencoba membuka layanan internal dan tetap terjadi setelah percobaan ulang.
Akses,Folder bersama tidak dapat diakses,Permintaan dukungan dibuat karena Folder bersama tidak dapat diakses terjadi ketika pengguna mencoba mengakses layanan yang diperlukan.
Akses,Hak akses dicabut,"Pada saat autentikasi, pengguna mengalami Hak akses dicabut; percobaan ulang belum memulihkan akses yang dibutuhkan."
Akses,Kata sandi sementara kedaluwarsa,"Ketika mencoba masuk dari perangkat yang biasa digunakan, terjadi Kata sandi sementara kedaluwarsa dan pengguna tidak dapat melanjutkan aktivitas."
Akses,Kegagalan audit akses,"Saat memulai pekerjaan, pengguna mendapati Kegagalan audit akses; sumber daya terkait tidak dapat digunakan seperti biasanya."
Akses,Kegagalan autentikasi multi-faktor,Pengguna meminta bantuan karena Kegagalan autentikasi multi-faktor muncul ketika membuka sumber daya yang sebelumnya dapat digunakan.
Akses,Kegagalan login SSO,Pengguna melaporkan Kegagalan login SSO; kendala tersebut membuat sumber daya yang diperlukan tidak dapat dibuka.
Akses,Kegagalan login dengan sertifikat,Pengguna tidak dapat menyelesaikan proses masuk karena mengalami Kegagalan login dengan sertifikat pada layanan yang dibutuhkan.
Akses,Kegagalan login remote desktop,"Saat mencoba menggunakan layanan kerja, pengguna menemui Kegagalan login remote desktop; proses masuk tidak dapat dilanjutkan meskipun sudah dicoba kembali."
Akses,Kegagalan pencatatan akses,Tiket dibuat setelah pengguna menemukan Kegagalan pencatatan akses saat hendak menggunakan layanan untuk pekerjaan rutin.
Akses,Kesalahan akses berbasis peran,Masalah Kesalahan akses berbasis peran muncul pada saat pengguna mencoba membuka layanan internal dan tetap terjadi setelah percobaan ulang.
Akses,Kesalahan delegasi akses,Permintaan dukungan dibuat karena Kesalahan delegasi akses terjadi ketika pengguna mencoba mengakses layanan yang diperlukan.
Akses,Kesalahan penyediaan akun,"Pada saat autentikasi, pengguna mengalami Kesalahan penyediaan akun; percobaan ulang belum memulihkan akses yang dibutuhkan."
Akses,Kesalahan sinkronisasi direktori,"Ketika mencoba masuk dari perangkat yang biasa digunakan, terjadi Kesalahan sinkronisasi direktori dan pengguna tidak dapat melanjutkan aktivitas."
Akses,Ketidaksesuaian peran akses,"Saat memulai pekerjaan, pengguna mendapati Ketidaksesuaian peran akses; sumber daya terkait tidak dapat digunakan seperti biasanya."
Akses,Kunci API kedaluwarsa,Pengguna meminta bantuan karena Kunci API kedaluwarsa muncul ketika membuka sumber daya yang sebelumnya dapat digunakan.
Akses,Lisensi kedaluwarsa,Pengguna melaporkan Lisensi kedaluwarsa; kendala tersebut membuat sumber daya yang diperlukan tidak dapat dibuka.
Akses,Login VPN ditolak,Pengguna tidak dapat menyelesaikan proses masuk karena mengalami Login VPN ditolak pada layanan yang dibutuhkan.
Akses,Login biometrik gagal,"Saat mencoba menggunakan layanan kerja, pengguna menemui Login biometrik gagal; proses masuk tidak dapat dilanjutkan meskipun sudah dicoba kembali."
Akses,Masalah izin drive bersama,Tiket dibuat setelah pengguna menemukan Masalah izin drive bersama saat hendak menggunakan layanan untuk pekerjaan rutin.
Akses,Masalah keanggotaan grup,Masalah Masalah keanggotaan grup muncul pada saat pengguna mencoba membuka layanan internal dan tetap terjadi setelah percobaan ulang.
Akses,Masalah login,Permintaan dukungan dibuat karena Masalah login terjadi ketika pengguna mencoba mengakses layanan yang diperlukan.
Akses,Pelanggaran kebijakan akses,"Pada saat autentikasi, pengguna mengalami Pelanggaran kebijakan akses; percobaan ulang belum memulihkan akses yang dibutuhkan."
Akses,Pelanggaran kepatuhan akses,"Ketika mencoba masuk dari perangkat yang biasa digunakan, terjadi Pelanggaran kepatuhan akses dan pengguna tidak dapat melanjutkan aktivitas."
Akses,Pemantauan akses dinonaktifkan,"Saat memulai pekerjaan, pengguna mendapati Pemantauan akses dinonaktifkan; sumber daya terkait tidak dapat digunakan seperti biasanya."
Akses,Pencabutan akses tertunda,Pengguna meminta bantuan karena Pencabutan akses tertunda muncul ketika membuka sumber daya yang sebelumnya dapat digunakan.
Akses,Percobaan login tidak sah,Pengguna melaporkan Percobaan login tidak sah; kendala tersebut membuat sumber daya yang diperlukan tidak dapat dibuka.
Akses,Permintaan akses sementara,Pengguna tidak dapat menyelesaikan proses masuk karena mengalami Permintaan akses sementara pada layanan yang dibutuhkan.
Akses,Permintaan hak administrator,"Saat mencoba menggunakan layanan kerja, pengguna menemui Permintaan hak administrator; proses masuk tidak dapat dilanjutkan meskipun sudah dicoba kembali."
Akses,Persetujuan akses tertunda,Tiket dibuat setelah pengguna menemukan Persetujuan akses tertunda saat hendak menggunakan layanan untuk pekerjaan rutin.
Akses,Reset PIN diperlukan,Masalah Reset PIN diperlukan muncul pada saat pengguna mencoba membuka layanan internal dan tetap terjadi setelah percobaan ulang.
Akses,Reset kata sandi,Permintaan dukungan dibuat karena Reset kata sandi terjadi ketika pengguna mencoba mengakses layanan yang diperlukan.
Akses,Smart card tidak dikenali,"Pada saat autentikasi, pengguna mengalami Smart card tidak dikenali; percobaan ulang belum memulihkan akses yang dibutuhkan."
Akses,Tiket Kerberos kedaluwarsa,"Ketika mencoba masuk dari perangkat yang biasa digunakan, terjadi Tiket Kerberos kedaluwarsa dan pengguna tidak dapat melanjutkan aktivitas."
Akses,Token akses salah konfigurasi,"Saat memulai pekerjaan, pengguna mendapati Token akses salah konfigurasi; sumber daya terkait tidak dapat digunakan seperti biasanya."
Akses,Token kedaluwarsa,Pengguna meminta bantuan karena Token kedaluwarsa muncul ketika membuka sumber daya yang sebelumnya dapat digunakan.
Jaringan,Access point salah konfigurasi,Pengguna mengalami Access point salah konfigurasi; koneksi ke layanan yang diperlukan menjadi tidak stabil selama aktivitas kerja.
Jaringan,Access point tidak aktif,Pengguna melaporkan Access point tidak aktif; sambungan sempat pulih setelah dicoba ulang tetapi gangguan kembali terjadi.
Jaringan,Bandwidth terlampaui,Pengguna mengalami gangguan berupa Bandwidth terlampaui; konektivitas tetap bermasalah setelah perangkat mencoba tersambung kembali.
Jaringan,Batas waktu gateway habis,Pengguna melaporkan bahwa Batas waktu gateway habis muncul berulang dan menghambat penggunaan layanan yang bergantung pada koneksi.
Jaringan,Broadcast storm,Tiket dibuat karena Broadcast storm terjadi ketika pengguna mencoba mengakses layanan melalui koneksi yang tersedia.
Jaringan,Firewall memblokir akses,Kendala Firewall memblokir akses terdeteksi pada saat perangkat digunakan untuk terhubung ke layanan perusahaan.
Jaringan,Firmware router sudah usang,Permintaan dukungan dibuat setelah Firmware router sudah usang menyebabkan komunikasi antarperangkat atau layanan tidak berjalan seperti biasa.
Jaringan,Gangguan internet,"Saat perangkat tersambung, muncul Gangguan internet sehingga komunikasi ke layanan internal tidak berjalan normal."
Jaringan,Gangguan layanan ISP,"Selama bekerja, pengguna menemui Gangguan layanan ISP dan akses ke sumber daya daring menjadi lambat atau terputus."
Jaringan,Hotspot tidak berfungsi,"Saat membuka layanan yang membutuhkan koneksi, pengguna mendapati Hotspot tidak berfungsi dan proses tidak dapat diselesaikan."
Jaringan,IP duplikat terdeteksi,Pengguna mengalami IP duplikat terdeteksi; koneksi ke layanan yang diperlukan menjadi tidak stabil selama aktivitas kerja.
Jaringan,Jaringan: ACL memblokir lalu lintas,Pengguna melaporkan Jaringan: ACL memblokir lalu lintas; sambungan sempat pulih setelah dicoba ulang tetapi gangguan kembali terjadi.
Jaringan,Jaringan: ARP poisoning,Pengguna mengalami gangguan berupa Jaringan: ARP poisoning; konektivitas tetap bermasalah setelah perangkat mencoba tersambung kembali.
Jaringan,Jaringan: DDoS terdeteksi,Pengguna melaporkan bahwa Jaringan: DDoS terdeteksi muncul berulang dan menghambat penggunaan layanan yang bergantung pada koneksi.
Jaringan,Jaringan: DNS cache poisoning,Tiket dibuat karena Jaringan: DNS cache poisoning terjadi ketika pengguna mencoba mengakses layanan melalui koneksi yang tersedia.
Jaringan,Jaringan: EIGRP salah konfigurasi,Kendala Jaringan: EIGRP salah konfigurasi terdeteksi pada saat perangkat digunakan untuk terhubung ke layanan perusahaan.
Jaringan,Jaringan: IPv6 salah konfigurasi,Permintaan dukungan dibuat setelah Jaringan: IPv6 salah konfigurasi menyebabkan komunikasi antarperangkat atau layanan tidak berjalan seperti biasa.
Jaringan,Jaringan: MPLS salah konfigurasi,"Saat perangkat tersambung, muncul Jaringan: MPLS salah konfigurasi sehingga komunikasi ke layanan internal tidak berjalan normal."
Jaringan,Jaringan: NAT salah konfigurasi,"Selama bekerja, pengguna menemui Jaringan: NAT salah konfigurasi dan akses ke sumber daya daring menjadi lambat atau terputus."
Jaringan,Jaringan: OSPF salah konfigurasi,"Saat membuka layanan yang membutuhkan koneksi, pengguna mendapati Jaringan: OSPF salah konfigurasi dan proses tidak dapat diselesaikan."
Jaringan,Jaringan: PAT salah konfigurasi,Pengguna mengalami Jaringan: PAT salah konfigurasi; koneksi ke layanan yang diperlukan menjadi tidak stabil selama aktivitas kerja.
Jaringan,Jaringan: RIP salah konfigurasi,Pengguna melaporkan Jaringan: RIP salah konfigurasi; sambungan sempat pulih setelah dicoba ulang tetapi gangguan kembali terjadi.
Jaringan,Jaringan: SNMP salah konfigurasi,Pengguna mengalami gangguan berupa Jaringan: SNMP salah konfigurasi; konektivitas tetap bermasalah setelah perangkat mencoba tersambung kembali.
Jaringan,Jaringan: VLAN salah konfigurasi,Pengguna melaporkan bahwa Jaringan: VLAN salah konfigurasi muncul berulang dan menghambat penggunaan layanan yang bergantung pada koneksi.
Jaringan,Jaringan: adapter dinonaktifkan,Tiket dibuat karena Jaringan: adapter dinonaktifkan terjadi ketika pengguna mencoba mengakses layanan melalui koneksi yang tersedia.
Jaringan,Jaringan: akses tidak sah,Kendala Jaringan: akses tidak sah terdeteksi pada saat perangkat digunakan untuk terhubung ke layanan perusahaan.
Jaringan,Jaringan: banjir peringatan,Permintaan dukungan dibuat setelah Jaringan: banjir peringatan menyebabkan komunikasi antarperangkat atau layanan tidak berjalan seperti biasa.
Jaringan,Jaringan: blackhole routing,"Saat perangkat tersambung, muncul Jaringan: blackhole routing sehingga komunikasi ke layanan internal tidak berjalan normal."
Jaringan,Jaringan: default gateway tidak tersedia,"Selama bekerja, pengguna menemui Jaringan: default gateway tidak tersedia dan akses ke sumber daya daring menjadi lambat atau terputus."
Jaringan,Jaringan: driver sudah usang,"Saat membuka layanan yang membutuhkan koneksi, pengguna mendapati Jaringan: driver sudah usang dan proses tidak dapat diselesaikan."
Jaringan,Jaringan: firewall kelebihan beban,Pengguna mengalami Jaringan: firewall kelebihan beban; koneksi ke layanan yang diperlukan menjadi tidak stabil selama aktivitas kerja.
Jaringan,Jaringan: jitter,Pengguna melaporkan Jaringan: jitter; sambungan sempat pulih setelah dicoba ulang tetapi gangguan kembali terjadi.
Jaringan,Jaringan: kabel rusak,Pengguna mengalami gangguan berupa Jaringan: kabel rusak; konektivitas tetap bermasalah setelah perangkat mencoba tersambung kembali.
Jaringan,Jaringan: kecepatan lambat,Pengguna melaporkan bahwa Jaringan: kecepatan lambat muncul berulang dan menghambat penggunaan layanan yang bergantung pada koneksi.
Jaringan,Jaringan: kegagalan SSL VPN,Tiket dibuat karena Jaringan: kegagalan SSL VPN terjadi ketika pengguna mencoba mengakses layanan melalui koneksi yang tersedia.
Jaringan,Jaringan: kegagalan alat pemantauan,Kendala Jaringan: kegagalan alat pemantauan terdeteksi pada saat perangkat digunakan untuk terhubung ke layanan perusahaan.
Jaringan,Jaringan: kegagalan autentikasi,Permintaan dukungan dibuat setelah Jaringan: kegagalan autentikasi menyebabkan komunikasi antarperangkat atau layanan tidak berjalan seperti biasa.
Jaringan,Jaringan: kegagalan bridge,"Saat perangkat tersambung, muncul Jaringan: kegagalan bridge sehingga komunikasi ke layanan internal tidak berjalan normal."
Jaringan,Jaringan: kegagalan hub,"Selama bekerja, pengguna menemui Jaringan: kegagalan hub dan akses ke sumber daya daring menjadi lambat atau terputus."
Jaringan,Jaringan: kegagalan repeater,"Saat membuka layanan yang membutuhkan koneksi, pengguna mendapati Jaringan: kegagalan repeater dan proses tidak dapat diselesaikan."
Jaringan,Jaringan: kegagalan tunnel GRE,Pengguna mengalami Jaringan: kegagalan tunnel GRE; koneksi ke layanan yang diperlukan menjadi tidak stabil selama aktivitas kerja.
Jaringan,Jaringan: kegagalan tunnel IPsec,Pengguna melaporkan Jaringan: kegagalan tunnel IPsec; sambungan sempat pulih setelah dicoba ulang tetapi gangguan kembali terjadi.
Jaringan,Jaringan: kemacetan jaringan,Pengguna mengalami gangguan berupa Jaringan: kemacetan jaringan; konektivitas tetap bermasalah setelah perangkat mencoba tersambung kembali.
Jaringan,Jaringan: kesalahan dual-stack,Pengguna melaporkan bahwa Jaringan: kesalahan dual-stack muncul berulang dan menghambat penggunaan layanan yang bergantung pada koneksi.
Jaringan,Jaringan: kesalahan pengalamatan IP,Tiket dibuat karena Jaringan: kesalahan pengalamatan IP terjadi ketika pengguna mencoba mengakses layanan melalui koneksi yang tersedia.
Jaringan,Jaringan: kesalahan rute statis,Kendala Jaringan: kesalahan rute statis terdeteksi pada saat perangkat digunakan untuk terhubung ke layanan perusahaan.
Jaringan,Jaringan: kesalahan segmentasi,Permintaan dukungan dibuat setelah Jaringan: kesalahan segmentasi menyebabkan komunikasi antarperangkat atau layanan tidak berjalan seperti biasa.
Jaringan,Jaringan: kesalahan split horizon,"Saat perangkat tersambung, muncul Jaringan: kesalahan split horizon sehingga komunikasi ke layanan internal tidak berjalan normal."
Jaringan,Jaringan: kesalahan subnet mask,"Selama bekerja, pengguna menemui Jaringan: kesalahan subnet mask dan akses ke sumber daya daring menjadi lambat atau terputus."
Jaringan,Jaringan: kesalahan tunneling,"Saat membuka layanan yang membutuhkan koneksi, pengguna mendapati Jaringan: kesalahan tunneling dan proses tidak dapat diselesaikan."
Jaringan,Jaringan: ketidaksesuaian MTU,Pengguna mengalami Jaringan: ketidaksesuaian MTU; koneksi ke layanan yang diperlukan menjadi tidak stabil selama aktivitas kerja.
Jaringan,Jaringan: ketidaksesuaian duplex,Pengguna melaporkan Jaringan: ketidaksesuaian duplex; sambungan sempat pulih setelah dicoba ulang tetapi gangguan kembali terjadi.
Jaringan,Jaringan: lalu lintas salah rute,Pengguna mengalami gangguan berupa Jaringan: lalu lintas salah rute; konektivitas tetap bermasalah setelah perangkat mencoba tersambung kembali.
Jaringan,Jaringan: loop terdeteksi,Pengguna melaporkan bahwa Jaringan: loop terdeteksi muncul berulang dan menghambat penggunaan layanan yang bergantung pada koneksi.
Jaringan,Jaringan: packet sniffing terdeteksi,Tiket dibuat karena Jaringan: packet sniffing terdeteksi terjadi ketika pengguna mencoba mengakses layanan melalui koneksi yang tersedia.
Jaringan,Jaringan: pelanggaran kebijakan,Kendala Jaringan: pelanggaran kebijakan terdeteksi pada saat perangkat digunakan untuk terhubung ke layanan perusahaan.
Jaringan,Jaringan: pelanggaran kepatuhan,Permintaan dukungan dibuat setelah Jaringan: pelanggaran kepatuhan menyebabkan komunikasi antarperangkat atau layanan tidak berjalan seperti biasa.
Jaringan,Jaringan: pemindaian port terdeteksi,"Saat perangkat tersambung, muncul Jaringan: pemindaian port terdeteksi sehingga komunikasi ke layanan internal tidak berjalan normal."
Jaringan,Jaringan: perangkat tidak sah terdeteksi,"Selama bekerja, pengguna menemui Jaringan: perangkat tidak sah terdeteksi dan akses ke sumber daya daring menjadi lambat atau terputus."
Jaringan,Jaringan: percobaan spoofing,"Saat membuka layanan yang membutuhkan koneksi, pengguna mendapati Jaringan: percobaan spoofing dan proses tidak dapat diselesaikan."
Jaringan,Jaringan: pergeseran konfigurasi,Pengguna mengalami Jaringan: pergeseran konfigurasi; koneksi ke layanan yang diperlukan menjadi tidak stabil selama aktivitas kerja.
Jaringan,Jaringan: peringatan IDS,Pengguna melaporkan Jaringan: peringatan IDS; sambungan sempat pulih setelah dicoba ulang tetapi gangguan kembali terjadi.
Jaringan,Jaringan: peringatan IPS,Pengguna mengalami gangguan berupa Jaringan: peringatan IPS; konektivitas tetap bermasalah setelah perangkat mencoba tersambung kembali.
Jaringan,Jaringan: routing asimetris,Pengguna melaporkan bahwa Jaringan: routing asimetris muncul berulang dan menghambat penggunaan layanan yang bergantung pada koneksi.
Jaringan,Jaringan: server DHCP tidak aktif,Tiket dibuat karena Jaringan: server DHCP tidak aktif terjadi ketika pengguna mencoba mengakses layanan melalui koneksi yang tersedia.
Jaringan,Jaringan: server DNS tidak aktif,Kendala Jaringan: server DNS tidak aktif terdeteksi pada saat perangkat digunakan untuk terhubung ke layanan perusahaan.
Jaringan,Jaringan: server NTP tidak dapat dijangkau,Permintaan dukungan dibuat setelah Jaringan: server NTP tidak dapat dijangkau menyebabkan komunikasi antarperangkat atau layanan tidak berjalan seperti biasa.
Jaringan,Jaringan: server syslog tidak aktif,"Saat perangkat tersambung, muncul Jaringan: server syslog tidak aktif sehingga komunikasi ke layanan internal tidak berjalan normal."
Jaringan,Jaringan: tabrakan jaringan terdeteksi,"Selama bekerja, pengguna menemui Jaringan: tabrakan jaringan terdeteksi dan akses ke sumber daya daring menjadi lambat atau terputus."
Jaringan,Kabel terlepas,"Saat membuka layanan yang membutuhkan koneksi, pengguna mendapati Kabel terlepas dan proses tidak dapat diselesaikan."
Jaringan,Kegagalan DHCP,Pengguna mengalami Kegagalan DHCP; koneksi ke layanan yang diperlukan menjadi tidak stabil selama aktivitas kerja.
Jaringan,Kegagalan koneksi VPN,Pengguna melaporkan Kegagalan koneksi VPN; sambungan sempat pulih setelah dicoba ulang tetapi gangguan kembali terjadi.
Jaringan,Kegagalan port switch,Pengguna mengalami gangguan berupa Kegagalan port switch; konektivitas tetap bermasalah setelah perangkat mencoba tersambung kembali.
Jaringan,Kehilangan paket terdeteksi,Pengguna melaporkan bahwa Kehilangan paket terdeteksi muncul berulang dan menghambat penggunaan layanan yang bergantung pada koneksi.
Jaringan,Kekuatan sinyal lemah,Tiket dibuat karena Kekuatan sinyal lemah terjadi ketika pengguna mencoba mengakses layanan melalui koneksi yang tersedia.
Jaringan,Kesalahan NAT firewall,Kendala Kesalahan NAT firewall terdeteksi pada saat perangkat digunakan untuk terhubung ke layanan perusahaan.
Jaringan,Kesalahan autentikasi proxy,Permintaan dukungan dibuat setelah Kesalahan autentikasi proxy menyebabkan komunikasi antarperangkat atau layanan tidak berjalan seperti biasa.
Jaringan,Kesalahan konfigurasi BGP,"Saat perangkat tersambung, muncul Kesalahan konfigurasi BGP sehingga komunikasi ke layanan internal tidak berjalan normal."
Jaringan,Kesalahan konfigurasi server proxy,"Selama bekerja, pengguna menemui Kesalahan konfigurasi server proxy dan akses ke sumber daya daring menjadi lambat atau terputus."
Jaringan,Kesalahan mode bridge,"Saat membuka layanan yang membutuhkan koneksi, pengguna mendapati Kesalahan mode bridge dan proses tidak dapat diselesaikan."
Jaringan,Koneksi nirkabel tidak stabil,Pengguna mengalami Koneksi nirkabel tidak stabil; koneksi ke layanan yang diperlukan menjadi tidak stabil selama aktivitas kerja.
Jaringan,Konflik ARP,Pengguna melaporkan Konflik ARP; sambungan sempat pulih setelah dicoba ulang tetapi gangguan kembali terjadi.
Jaringan,Konflik IP,Pengguna mengalami gangguan berupa Konflik IP; konektivitas tetap bermasalah setelah perangkat mencoba tersambung kembali.
Jaringan,Layanan cloud tidak dapat dijangkau,Pengguna melaporkan bahwa Layanan cloud tidak dapat dijangkau muncul berulang dan menghambat penggunaan layanan yang bergantung pada koneksi.
Jaringan,Load balancer salah konfigurasi,Tiket dibuat karena Load balancer salah konfigurasi terjadi ketika pengguna mencoba mengakses layanan melalui koneksi yang tersedia.
Jaringan,Lonjakan latensi,Kendala Lonjakan latensi terdeteksi pada saat perangkat digunakan untuk terhubung ke layanan perusahaan.
Jaringan,Loop routing,Permintaan dukungan dibuat setelah Loop routing menyebabkan komunikasi antarperangkat atau layanan tidak berjalan seperti biasa.
Jaringan,Masalah captive portal,"Saat perangkat tersambung, muncul Masalah captive portal sehingga komunikasi ke layanan internal tidak berjalan normal."
Jaringan,Masalah konektivitas Wi-Fi,"Selama bekerja, pengguna menemui Masalah konektivitas Wi-Fi dan akses ke sumber daya daring menjadi lambat atau terputus."
Jaringan,Masalah resolusi DNS,"Saat membuka layanan yang membutuhkan koneksi, pengguna mendapati Masalah resolusi DNS dan proses tidak dapat diselesaikan."
Jaringan,Panggilan VoIP terputus,Pengguna mengalami Panggilan VoIP terputus; koneksi ke layanan yang diperlukan menjadi tidak stabil selama aktivitas kerja.
Jaringan,Port Ethernet dinonaktifkan,Pengguna melaporkan Port Ethernet dinonaktifkan; sambungan sempat pulih setelah dicoba ulang tetapi gangguan kembali terjadi.
Jaringan,Port diblokir,Pengguna mengalami gangguan berupa Port diblokir; konektivitas tetap bermasalah setelah perangkat mencoba tersambung kembali.
Jaringan,QoS salah konfigurasi,Pengguna melaporkan bahwa QoS salah konfigurasi muncul berulang dan menghambat penggunaan layanan yang bergantung pada koneksi.
Jaringan,Router perlu di-reboot,Tiket dibuat karena Router perlu di-reboot terjadi ketika pengguna mencoba mengakses layanan melalui koneksi yang tersedia.
Jaringan,SSID tidak terlihat,Kendala SSID tidak terlihat terdeteksi pada saat perangkat digunakan untuk terhubung ke layanan perusahaan.
Jaringan,Sertifikat VPN kedaluwarsa,Permintaan dukungan dibuat setelah Sertifikat VPN kedaluwarsa menyebabkan komunikasi antarperangkat atau layanan tidak berjalan seperti biasa.
Jaringan,Switch terlalu panas,"Saat perangkat tersambung, muncul Switch terlalu panas sehingga komunikasi ke layanan internal tidak berjalan normal."
Jaringan,Access point salah konfigurasi,"Selama bekerja, pengguna menemui Access point salah konfigurasi dan akses ke sumber daya daring menjadi lambat atau terputus."
Jaringan,Access point tidak aktif,"Saat membuka layanan yang membutuhkan koneksi, pengguna mendapati Access point tidak aktif dan proses tidak dapat diselesaikan."
Jaringan,Bandwidth terlampaui,Pengguna mengalami Bandwidth terlampaui; koneksi ke layanan yang diperlukan menjadi tidak stabil selama aktivitas kerja.
Jaringan,Batas waktu gateway habis,Pengguna melaporkan Batas waktu gateway habis; sambungan sempat pulih setelah dicoba ulang tetapi gangguan kembali terjadi.
Jaringan,Broadcast storm,Pengguna mengalami gangguan berupa Broadcast storm; konektivitas tetap bermasalah setelah perangkat mencoba tersambung kembali.
Jaringan,Firewall memblokir akses,Pengguna melaporkan bahwa Firewall memblokir akses muncul berulang dan menghambat penggunaan layanan yang bergantung pada koneksi.
Jaringan,Firmware router sudah usang,Tiket dibuat karena Firmware router sudah usang terjadi ketika pengguna mencoba mengakses layanan melalui koneksi yang tersedia.
Jaringan,Gangguan internet,Kendala Gangguan internet terdeteksi pada saat perangkat digunakan untuk terhubung ke layanan perusahaan.
Jaringan,Gangguan layanan ISP,Permintaan dukungan dibuat setelah Gangguan layanan ISP menyebabkan komunikasi antarperangkat atau layanan tidak berjalan seperti biasa.
Jaringan,Hotspot tidak berfungsi,"Saat perangkat tersambung, muncul Hotspot tidak berfungsi sehingga komunikasi ke layanan internal tidak berjalan normal."
Jaringan,IP duplikat terdeteksi,"Selama bekerja, pengguna menemui IP duplikat terdeteksi dan akses ke sumber daya daring menjadi lambat atau terputus."
Jaringan,Jaringan: ACL memblokir lalu lintas,"Saat membuka layanan yang membutuhkan koneksi, pengguna mendapati Jaringan: ACL memblokir lalu lintas dan proses tidak dapat diselesaikan."
Jaringan,Jaringan: ARP poisoning,Pengguna mengalami Jaringan: ARP poisoning; koneksi ke layanan yang diperlukan menjadi tidak stabil selama aktivitas kerja.
Jaringan,Jaringan: DDoS terdeteksi,Pengguna melaporkan Jaringan: DDoS terdeteksi; sambungan sempat pulih setelah dicoba ulang tetapi gangguan kembali terjadi.
Jaringan,Jaringan: DNS cache poisoning,Pengguna mengalami gangguan berupa Jaringan: DNS cache poisoning; konektivitas tetap bermasalah setelah perangkat mencoba tersambung kembali.
Jaringan,Jaringan: EIGRP salah konfigurasi,Pengguna melaporkan bahwa Jaringan: EIGRP salah konfigurasi muncul berulang dan menghambat penggunaan layanan yang bergantung pada koneksi.
Jaringan,Jaringan: IPv6 salah konfigurasi,Tiket dibuat karena Jaringan: IPv6 salah konfigurasi terjadi ketika pengguna mencoba mengakses layanan melalui koneksi yang tersedia.
Jaringan,Jaringan: MPLS salah konfigurasi,Kendala Jaringan: MPLS salah konfigurasi terdeteksi pada saat perangkat digunakan untuk terhubung ke layanan perusahaan.
Jaringan,Jaringan: NAT salah konfigurasi,Permintaan dukungan dibuat setelah Jaringan: NAT salah konfigurasi menyebabkan komunikasi antarperangkat atau layanan tidak berjalan seperti biasa.
Jaringan,Jaringan: OSPF salah konfigurasi,"Saat perangkat tersambung, muncul Jaringan: OSPF salah konfigurasi sehingga komunikasi ke layanan internal tidak berjalan normal."
Jaringan,Jaringan: PAT salah konfigurasi,"Selama bekerja, pengguna menemui Jaringan: PAT salah konfigurasi dan akses ke sumber daya daring menjadi lambat atau terputus."
Jaringan,Jaringan: RIP salah konfigurasi,"Saat membuka layanan yang membutuhkan koneksi, pengguna mendapati Jaringan: RIP salah konfigurasi dan proses tidak dapat diselesaikan."
Jaringan,Jaringan: SNMP salah konfigurasi,Pengguna mengalami Jaringan: SNMP salah konfigurasi; koneksi ke layanan yang diperlukan menjadi tidak stabil selama aktivitas kerja.
Jaringan,Jaringan: VLAN salah konfigurasi,Pengguna melaporkan Jaringan: VLAN salah konfigurasi; sambungan sempat pulih setelah dicoba ulang tetapi gangguan kembali terjadi.
Jaringan,Jaringan: adapter dinonaktifkan,Pengguna mengalami gangguan berupa Jaringan: adapter dinonaktifkan; konektivitas tetap bermasalah setelah perangkat mencoba tersambung kembali.
Jaringan,Jaringan: akses tidak sah,Pengguna melaporkan bahwa Jaringan: akses tidak sah muncul berulang dan menghambat penggunaan layanan yang bergantung pada koneksi.
Jaringan,Jaringan: banjir peringatan,Tiket dibuat karena Jaringan: banjir peringatan terjadi ketika pengguna mencoba mengakses layanan melalui koneksi yang tersedia.
Jaringan,Jaringan: blackhole routing,Kendala Jaringan: blackhole routing terdeteksi pada saat perangkat digunakan untuk terhubung ke layanan perusahaan.
Jaringan,Jaringan: default gateway tidak tersedia,Permintaan dukungan dibuat setelah Jaringan: default gateway tidak tersedia menyebabkan komunikasi antarperangkat atau layanan tidak berjalan seperti biasa.
Jaringan,Jaringan: driver sudah usang,"Saat perangkat tersambung, muncul Jaringan: driver sudah usang sehingga komunikasi ke layanan internal tidak berjalan normal."
Jaringan,Jaringan: firewall kelebihan beban,"Selama bekerja, pengguna menemui Jaringan: firewall kelebihan beban dan akses ke sumber daya daring menjadi lambat atau terputus."
Jaringan,Jaringan: jitter,"Saat membuka layanan yang membutuhkan koneksi, pengguna mendapati Jaringan: jitter dan proses tidak dapat diselesaikan."
Jaringan,Jaringan: kabel rusak,Pengguna mengalami Jaringan: kabel rusak; koneksi ke layanan yang diperlukan menjadi tidak stabil selama aktivitas kerja.
Jaringan,Jaringan: kecepatan lambat,Pengguna melaporkan Jaringan: kecepatan lambat; sambungan sempat pulih setelah dicoba ulang tetapi gangguan kembali terjadi.
Jaringan,Jaringan: kegagalan SSL VPN,Pengguna mengalami gangguan berupa Jaringan: kegagalan SSL VPN; konektivitas tetap bermasalah setelah perangkat mencoba tersambung kembali.
